,i_url,Sanction,name,sex,Age,Weight,SQM,BPM,DLM,Total
5329,807,CA-2015-01,Keegan Martin,1,22,81.7,197.5,107.5,227.5,532.5
5330,807,CA-2015-01,Kishen Sharma,1,24,80.5,157.5,107.5,167.5,432.5
5331,807,CA-2015-01,Dennis Bitetti,1,23,92.1,215,150,262.5,627.5
5332,807,CA-2015-01,Erik Manukyan,1,21,92.6,192.5,117.5,227.5,537.5
5333,807,CA-2015-01,Mason Raasch,1,21,104.1,227.5,122.5,245,595
5334,807,CA-2015-01,Tommy Amini,1,21,101.3,182.5,140,222.5,545
5335,807,CA-2015-01,Phillip Bailey,1,41,82.1,160,100,182.5,442.5
5336,807,CA-2015-01,Daniel Lee,1,41,82,150,82.5,157.5,390
5337,807,CA-2015-01,Darren Garceau,1,45,88.2,132.5,92.5,182.5,407.5
5338,807,CA-2015-01,Danny Henry,1,44,104,202.5,140,285,627.5
5339,807,CA-2015-01,Miguel Cerda,1,46,91.2,160,130,212.5,502.5
5340,807,CA-2015-01,Craig Rasmussen,1,45,97.5,187.5,127.5,235,550
5341,807,CA-2015-01,Alex Ponder,1,52,91.1,140,120,160,420
5342,807,CA-2015-01,Joe Rodgers,1,52,152.2,240,170,230,640
5343,807,CA-2015-01,Steve Heyl,1,55,96.7,162.5,100,185,447.5
5344,807,CA-2015-01,Elliot Rowe,1,26,82.6,217.5,152.5,260,630
5345,807,CA-2015-01,Ryan Suzuki,1,28,81.4,227.5,145,235,607.5
5346,807,CA-2015-01,Joey Occhipinti,1,26,81.6,197.5,132.5,262.5,592.5
5347,807,CA-2015-01,Paul Schneider,1,38,79.2,172.5,110,210,492.5
5348,807,CA-2015-01,Tyler McMurray,1,33,81.6,145,107.5,185,437.5
5349,807,CA-2015-01,Bryan Jackson,1,36,81.2,137.5,92.5,185,415
5350,807,CA-2015-01,Kent Wu,1,29,92.9,237.5,145,272.5,655
5351,807,CA-2015-01,Marius Baltazar,1,31,90,227.5,137.5,242.5,607.5
5352,807,CA-2015-01,Jason Loewy,1,26,89.5,220,140,237.5,597.5
5353,807,CA-2015-01,Brandon Littlefield,1,38,92.9,205,165,187.5,557.5
5354,807,CA-2015-01,Chris Hartle,1,27,91.8,205,120,227.5,552.5
5355,807,CA-2015-01,Alex Vondrak,1,26,90.9,175,105,212.5,492.5
5356,807,CA-2015-01,Kemal Eren,1,29,91.4,152.5,110,185,447.5
5357,807,CA-2015-01,Jeff Jewell,1,40,92.2,135,95,185,415
5358,807,CA-2015-01,Joseph Franzo,1,25,104.9,275,192.5,282.5,750
5359,807,CA-2015-01,Hani Jazayrli,1,25,97.8,250,165,295,710
5360,807,CA-2015-01,Richard Aceves,1,26,102.6,230,150,250,630
5361,807,CA-2015-01,Sean Jagat,1,27,101.7,227.5,132.5,230,590
5362,807,CA-2015-01,Wayne Edwards,1,35,103.6,205,125,237.5,567.5
5363,807,CA-2015-01,Ryan White,1,29,98.9,185,135,240,560
5364,807,CA-2015-01,Michael Hughson,1,29,102.8,200,120,232.5,552.5
5365,807,CA-2015-01,Alan Anderson,1,26,104.5,192.5,122.5,222.5,537.5
5366,807,CA-2015-01,Mark Ozurovich,1,34,102,175,122.5,205,502.5
5367,807,CA-2015-01,Matt Ostiz,1,33,137.9,240,170,255,665
5368,807,CA-2015-01,Andre Caoili,1,20,73.7,182.5,105,232.5,520
5369,807,CA-2015-01,Martin Brenner,1,20,71.8,170,100,212.5,482.5
5370,807,CA-2015-01,Thomas An,1,20,73.4,152.5,102.5,220,475
5371,807,CA-2015-01,Nicholas Pung,1,20,72.8,140,92.5,187.5,420
5372,807,CA-2015-01,Kevin Luong,1,20,75.9,162.5,92.5,230,485
5373,807,CA-2015-01,Jorge Robles,1,20,82,127.5,95,167.5,390
5374,807,CA-2015-01,Charlie Shin,1,20,91.9,240,125,265,630
5375,807,CA-2015-01,Zack Bartell,1,19,92,185,147.5,227.5,560
5376,807,CA-2015-01,Eric Du,1,19,92.3,182.5,117.5,220,520
5377,807,CA-2015-01,Calvin Cheng,1,20,105,240,147.5,255,642.5
5378,807,CA-2015-01,Kerwin Cayton,1,18,103.4,215,137.5,265,617.5
5379,807,CA-2015-01,Cassidy Sawyer,1,19,98.8,142.5,120,175,437.5
5382,811,AZ-2015-02,Leslie Cook,0,46,53.1,80,55,105,240
5383,811,AZ-2015-02,Brooke OBrien,0,49,54.9,65,42.5,97.5,205
5384,811,AZ-2015-02,Kate Danno,0,45,70.6,80,47.5,70,197.5
5385,811,AZ-2015-02,Mollie Roth,0,47,73.2,110,70,125,305
5386,811,AZ-2015-02,Yolanda White Johnson,0,45,80.9,85,47.5,120,252.5
5387,811,AZ-2015-02,Susan O'Cain,0,56,69.5,70,40,117.5,227.5
5388,811,AZ-2015-02,Laura Reagle,0,51,80,130,65,155,350
5389,811,AZ-2015-02,Alina So,0,26,47,80,45,82.5,207.5
5390,811,AZ-2015-02,Samyra Abweh,0,18,50.3,87.5,65,132.5,285
5391,811,AZ-2015-02,Amber Abweh,0,20,65.8,132.5,75,165,372.5
5392,811,AZ-2015-02,Megan Connolly,0,36,68.1,110,60,127.5,297.5
5393,811,AZ-2015-02,Heather Beninato,0,34,71.9,90,60,107.5,257.5
5394,811,AZ-2015-02,Holly Garnett,0,34,83.2,120,50,142.5,312.5
5395,811,AZ-2015-02,Mollie Roth,0,47,73.2,100,70,125,295
5396,811,AZ-2015-02,Michelle Heffelfinger,0,34,80,100,50,120,270
5397,811,AZ-2015-02,Sofia Tellez,0,18,56.1,57.5,32.5,87.5,177.5
5398,811,AZ-2015-02,Jordyn Johnson,0,19,77.2,125,55,130,310
5399,811,AZ-2015-02,Roman Cereceres,1,23,73.5,172.5,122.5,227.5,522.5
5400,811,AZ-2015-02,Jaron Quach,1,22,80.1,187.5,110,195,492.5
5401,811,AZ-2015-02,Thi Ngo,1,24,77.9,160,97.5,187.5,445
5402,811,AZ-2015-02,Jeff Wethington,1,,89.6,182.5,120,212.5,515
5403,811,AZ-2015-02,Kyle Berg,1,21,91.8,182.5,125,197.5,505
5404,811,AZ-2015-02,Gregory Williams,1,23,96.5,192.5,117.5,250,560
5405,811,AZ-2015-02,Tony Lamanna,1,,91,172.5,142.5,210,525
5406,811,AZ-2015-02,Jeffery Wodrich,1,,87.4,172.5,127.5,200,500
5407,811,AZ-2015-02,Jason Kovac,1,41,91.3,137.5,75,167.5,380
5408,811,AZ-2015-02,Scott Bradley,1,42,107.5,195,110,210,515
5409,811,AZ-2015-02,Mike Japenga,1,48,116.7,165,130,200,495
5410,811,AZ-2015-02,Tom Casella,1,52,82.1,182.5,107.5,200,490
5411,811,AZ-2015-02,Arick Morrow,1,28,66,165,100,195,460
5412,811,AZ-2015-02,Shane Smith,1,38,64.4,137.5,137.5,182.5,457.5
5413,811,AZ-2015-02,Harvey Davis,1,28,64.5,152.5,100,182.5,435
5414,811,AZ-2015-02,Andres Vargas,1,25,81.1,215,130,255,600
5415,811,AZ-2015-02,Dennys Ruiz,1,38,77.1,160,130,227.5,517.5
5416,811,AZ-2015-02,BRANDON BUTLER,1,27,80.9,165,117.5,177.5,460
5417,811,AZ-2015-02,Kawika Henderson,1,29,91.2,237.5,170,272.5,680
5418,811,AZ-2015-02,Tyler Mayer,1,33,91.6,230,165,260,655
5419,811,AZ-2015-02,Joe Costanza,1,,91.1,212.5,152.5,240,605
5420,811,AZ-2015-02,Junia Findlay,1,24,88,157.5,107.5,205,470
5421,811,AZ-2015-02,THOMAS REYES,1,27,103.5,190,177.5,227.5,595
5422,811,AZ-2015-02,Edward Schroeder,1,26,98.5,205,110,230,545
5423,811,AZ-2015-02,Travis Madar,1,26,103.2,132.5,85,150,367.5
5424,811,AZ-2015-02,Micheal Penn,1,,132.6,220,182.5,305,707.5
5425,811,AZ-2015-02,Walter Diaz,1,28,129.2,207.5,155,227.5,590
5426,811,AZ-2015-02,Travis Miller,1,38,125.7,197.5,147.5,237.5,582.5
5427,811,AZ-2015-02,Crandall Dick,1,39,131.5,195,150,232.5,577.5
5428,811,AZ-2015-02,Luis Reyes,1,18,78.8,160,92.5,215,467.5
5434,813,MD-2015-07,Sarah Ferrell,0,21,72.3,105,70,140,315
5435,813,MD-2015-07,Sydney Shade,0,19,72.5,97.5,67.5,117.5,282.5
5436,813,MD-2015-07,Louis Levine,1,21,59,132.5,67.5,132.5,332.5
5437,813,MD-2015-07,Dawit Girma,1,21,73.2,192.5,120,220,532.5
5438,813,MD-2015-07,Marcus Bell,1,20,81,227.5,137.5,242.5,607.5
5439,813,MD-2015-07,Drew Mundt,1,22,81,185,142.5,197.5,525
5440,813,MD-2015-07,Alec Desaulniers,1,22,80.4,157.5,92.5,142.5,392.5
5441,813,MD-2015-07,Max Grable,1,20,90,175,117.5,250,542.5
5442,813,MD-2015-07,Shazein Syed,1,,85.5,197.5,127.5,205,530
5443,813,MD-2015-07,Eashan Samak,1,22,89.7,135,87.5,150,372.5
5444,813,MD-2015-07,Elee Johns,1,19,101.5,200,137.5,230,567.5
5445,813,MD-2015-07,Teymur Zulf,1,22,99.1,187.5,97.5,207.5,492.5
5447,816,MD-2015-05,Mark Chaffer,1,25,106.3,235,110,200,545
5448,817,PA-2015-02,Chelsea Zimmerman,0,24,61.4,120,70,115,305
5449,817,PA-2015-02,Melanie Merryman,0,24,61.7,82.5,60,122.5,265
5450,817,PA-2015-02,Dineen Trettin,0,44,74.4,100,57.5,125,282.5
5451,817,PA-2015-02,Kathy Kazmierski,0,43,73.4,87.5,62.5,117.5,267.5
5452,817,PA-2015-02,Amy Petricek,0,41,85.8,87.5,55,132.5,275
5453,817,PA-2015-02,Colleen McNamara,0,34,46.8,95,60,107.5,262.5
5454,817,PA-2015-02,Dana Villasin,0,24,49.7,92.5,60,127.5,280
5455,817,PA-2015-02,Lauren Roseman,0,36,57,112.5,67.5,137.5,317.5
5456,817,PA-2015-02,Shannon Schriver,0,30,56.7,75,52.5,120,247.5
5457,817,PA-2015-02,Katherine Feeley,0,,60.6,85,62.5,145,292.5
5458,817,PA-2015-02,Roxanne Kirstner,0,39,61.6,105,65,120,290
5459,817,PA-2015-02,Jennifer Green,0,25,61.8,90,62.5,132.5,285
5460,817,PA-2015-02,Chelsey D'Antonio,0,25,62.1,80,47.5,115,242.5
5461,817,PA-2015-02,Jelyn Frye,0,27,62.4,70,45,92.5,207.5
5462,817,PA-2015-02,Dana Singleton,0,40,67.9,132.5,70,157.5,360
5463,817,PA-2015-02,Paige Semenza,0,24,63.3,120,70,132.5,322.5
5464,817,PA-2015-02,Lynne Renshaw,0,59,67.7,100,80,137.5,317.5
5465,817,PA-2015-02,Charis Taualofai,0,24,70.4,92.5,55,125,272.5
5466,817,PA-2015-02,Toni Baronski,0,53,69.4,82.5,57.5,100,240
5467,817,PA-2015-02,Melanie Greenberg,0,24,76.3,132.5,60,145,337.5
5468,817,PA-2015-02,Jessica Lane,0,26,82,97.5,45,137.5,280
5469,817,PA-2015-02,Deborah Zeigler,0,,85.1,165,95,170,430
5470,817,PA-2015-02,Reyna Florentino,0,28,89.6,137.5,60,197.5,395
5471,817,PA-2015-02,Sherry Weaver,0,51,110.6,82.5,72.5,107.5,262.5
5472,817,PA-2015-02,Anna Ellis,0,19,51.3,57.5,42.5,115,215
5473,817,PA-2015-02,David Nightlinger,1,23,72.7,177.5,135,225,537.5
5474,817,PA-2015-02,Branden Phillips,1,20,71.8,182.5,117.5,217.5,517.5
5475,817,PA-2015-02,Joseph Franko,1,21,71.5,145,92.5,195,432.5
5476,817,PA-2015-02,Tyler Oxehowski,1,,67.4,97.5,90,172.5,360
5477,817,PA-2015-02,Anthony Iacoviello,1,21,81.2,207.5,145,225,577.5
5478,817,PA-2015-02,Nicholas Moffa,1,21,82.1,165,140,230,535
5479,817,PA-2015-02,Tyler Butkus,1,21,92.7,187.5,132.5,220,540
5480,817,PA-2015-02,William Clooney,1,20,94.6,207.5,122.5,257.5,587.5
5481,817,PA-2015-02,Michael Pietrowski,1,21,157.2,290,162.5,237.5,690
5482,817,PA-2015-02,Kevin McNair,1,45,72.3,145,100,187.5,432.5
5483,817,PA-2015-02,Ron Zsido,1,41,92.4,187.5,167.5,220,575
5484,817,PA-2015-02,Tom Skelly,1,,115.6,215,60,80,355
5485,817,PA-2015-02,David Ellis,1,60,87.1,80,82.5,150,312.5
5486,817,PA-2015-02,Jeffrey Sperber,1,,104.7,207.5,155,232.5,595
5487,817,PA-2015-02,Domenick Fonio,1,53,127.4,215,165,255,635
5488,817,PA-2015-02,Frank Stamboolian,1,77,73,110,95,165,370
5489,817,PA-2015-02,Matthew Fleekop,1,25,63.9,145,112.5,207.5,465
5490,817,PA-2015-02,Scott Meyers,1,31,73.7,205,150,245,600
5491,817,PA-2015-02,Jason Fudge,1,28,70.4,190,122.5,237.5,550
5492,817,PA-2015-02,Americo Nepa,1,24,74,175,117.5,205,497.5
5493,817,PA-2015-02,Dan Campos,1,30,66.3,175,105,177.5,457.5
5494,817,PA-2015-02,Adam Barsigian,1,,70.4,112.5,92.5,155,360
5495,817,PA-2015-02,Tyler English,1,33,81.1,200,147.5,252.5,600
5496,817,PA-2015-02,Ozzie Hyppolite,1,35,82.6,192.5,150,245,587.5
5497,817,PA-2015-02,Joseph Brudzinski,1,34,81.2,190,122.5,207.5,520
5498,817,PA-2015-02,Vincent Stella,1,26,81.7,170,130,217.5,517.5
5499,817,PA-2015-02,Jared Ferguson,1,28,80.9,172.5,127.5,205,505
5500,817,PA-2015-02,Jeffrey Martin,1,36,81,150,95,182.5,427.5
5501,817,PA-2015-02,George Ritz,1,25,92.8,237.5,172.5,262.5,672.5
5502,817,PA-2015-02,Thomas Acker,1,23,90.2,220,155,290,665
5503,817,PA-2015-02,Peter Coppa,1,,91.4,247.5,157.5,255,660
5504,817,PA-2015-02,Michael Soya,1,25,92.4,245,167.5,240,652.5
5505,817,PA-2015-02,Brett Taroli,1,31,93,197.5,195,225,617.5
5506,817,PA-2015-02,Christopher Gilbert,1,28,91.3,205,142.5,265,612.5
5507,817,PA-2015-02,Raymond Cywinski,1,29,93,212.5,157.5,240,610
5508,817,PA-2015-02,Benjamin Dodson,1,25,92.4,205,155,245,605
5509,817,PA-2015-02,Nathaniel Margolis,1,23,89.8,197.5,140,245,582.5
5510,817,PA-2015-02,Jason Kaplan,1,31,87.3,202.5,142.5,235,580
5511,817,PA-2015-02,Joseph Cavanaugh,1,25,88.9,195,130,240,565
5512,817,PA-2015-02,Mark Panusky,1,21,89,150,155,222.5,527.5
5513,817,PA-2015-02,Michael Tsamutalis,1,19,91,182.5,120,210,512.5
5514,817,PA-2015-02,David Humphreys,1,27,92.2,160,97.5,195,452.5
5515,817,PA-2015-02,JD Smith,1,,92.6,157.5,112.5,182.5,452.5
5516,817,PA-2015-02,Gabriel Campbell,1,24,87.9,137.5,95,200,432.5
5517,817,PA-2015-02,Joseph Lukus,1,31,89.5,70,155,90,315
5518,817,PA-2015-02,Nicholas Mercurio,1,30,103.1,267.5,172.5,267.5,707.5
5519,817,PA-2015-02,Phillip Roundtree,1,32,100.1,222.5,167.5,300,690
5520,817,PA-2015-02,Michael Pasquariello,1,30,95.8,200,142.5,280,622.5
5521,817,PA-2015-02,Ed Cywinski,1,31,102.4,205,182.5,192.5,580
5522,817,PA-2015-02,Joseph Garrity,1,23,97.2,200,107.5,212.5,520
5523,817,PA-2015-02,Cody Schirra,1,24,93.3,170,132.5,197.5,500
5524,817,PA-2015-02,Ryan Gill,1,39,118.6,250,185,282.5,717.5
5525,817,PA-2015-02,Glen Farley,1,28,115.9,247.5,147.5,265,660
5526,817,PA-2015-02,SAMUEL WHITNEY,1,,117.6,235,160,260,655
5527,817,PA-2015-02,Joshua Corby,1,25,117.4,197.5,125,227.5,550
5528,817,PA-2015-02,William Fluck,1,30,144.8,267.5,145,262.5,675
5529,817,PA-2015-02,Mark Harrison,1,51,123.7,227.5,160,262.5,650
5530,817,PA-2015-02,Domenico Scarano,1,18,72,172.5,115,182.5,470
5531,817,PA-2015-02,TJ Knash,1,18,91.8,175,130,185,490
5532,817,PA-2015-02,Phillip Herndon,1,20,81.9,220,142.5,247.5,610
5533,817,PA-2015-02,Louis Liu,1,19,80,200,117.5,220,537.5
5534,817,PA-2015-02,Noah Gonzalez,1,19,79.7,157.5,100,197.5,455
5663,821,FL-2015-01,Patricia Saldivar,0,41,63,97.5,100,92.5,290
5664,821,FL-2015-01,Lisa Rothman,0,40,46.5,100,146,140,386
5666,821,FL-2015-01,Shelly Grossberg,0,29,50,102.5,155,150,407.5
5667,821,FL-2015-01,Beverly DiPiero,0,21,56.8,115,137.5,125,377.5
5668,821,FL-2015-01,Natasha Naveda,0,23,60.8,110,137.5,127.5,375
5669,821,FL-2015-01,Brenda Vickory,0,,62.3,100,122.5,117.5,340
5670,821,FL-2015-01,Andrea Mora,0,22,63,85,112.5,105,302.5
5671,821,FL-2015-01,Larua Moore,0,,60.1,85,102.5,95,282.5
5672,821,FL-2015-01,Nicole Sivyer,0,21,64.8,102.5,147.5,137.5,387.5
5673,821,FL-2015-01,Suzanne LaForge,0,56,67.2,137.5,70,175,382.5
5674,821,FL-2015-01,Ayse Jones,0,32,71.3,115,72.5,145,332.5
5675,821,FL-2015-01,Chelsea Delois,0,26,69,122.5,67.5,135,325
5676,821,FL-2015-01,Dawn Tyson,0,30,71.9,115,60,110,285
5677,821,FL-2015-01,Nichole Chromiak,0,28,67,95,97.5,90,282.5
5678,821,FL-2015-01,Jenny Guzman,0,27,68.7,92.5,52.5,112.5,257.5
5679,821,FL-2015-01,Andrea Senyk,0,31,69.4,92.5,55,105,252.5
5680,821,FL-2015-01,Erin Connolly,0,24,81.7,127.5,150,140,417.5
5681,821,FL-2015-01,Tempest Ziegler,0,,81.8,142.5,95,170,407.5
5682,821,FL-2015-01,Rosalba Monterrosas,0,20,53.8,67.5,85,80,232.5
5683,821,FL-2015-01,Elizabeth Price,0,19,63.5,70,105,97.5,272.5
5684,821,FL-2015-01,Jason Ellis,1,20,72.6,152.5,195,185,532.5
5685,821,FL-2015-01,Badder Alajairi,1,,72.4,157.5,125,182.5,465
5686,821,FL-2015-01,Brandon Barnett,1,19,82.5,167.5,232.5,225,625
5687,821,FL-2015-01,Peter Chindavong,1,22,71,182.5,207.5,200,590
5688,821,FL-2015-01,Jeremy Brown,1,22,71,137.5,195,182.5,515
5689,821,FL-2015-01,Alec Kerrigan,1,21,68.5,137.5,152.5,145,435
5690,821,FL-2015-01,Luke Labreche,1,21,82,172.5,232.5,220,625
5691,821,FL-2015-01,Alex Holderness,1,20,82.5,177.5,212.5,210,600
5692,821,FL-2015-01,Raul Arrese,1,21,78.9,137.5,202.5,190,530
5693,821,FL-2015-01,Christopher Martel,1,23,81.4,180,105,210,495
5694,821,FL-2015-01,Abe Nassar,1,,92.6,240,272.5,265,777.5
5695,821,FL-2015-01,Kevin Garcia,1,22,92.7,182.5,115,225,522.5
5696,821,FL-2015-01,Lucas Dombeck,1,22,87.1,180,100,205,485
5697,821,FL-2015-01,Daniel Cheshire,1,21,101.7,247.5,247.5,237.5,732.5
5698,821,FL-2015-01,Vincent Victorero,1,22,99.8,232.5,245,237.5,715
5699,821,FL-2015-01,Ryan Maranges,1,22,104.4,182.5,175,160,517.5
5700,821,FL-2015-01,Nathan Zephir,1,24,118.4,267.5,275,267.5,810
5701,821,FL-2015-01,Nicholas Sauter,1,,118.3,240,255,245,740
5702,821,FL-2015-01,Javier Acle,1,23,114.4,237.5,160,267.5,665
5703,821,FL-2015-01,David Fuller,1,46,74,155,187.5,175,517.5
5705,821,FL-2015-01,John D'Agati,1,40,92.1,182.5,215,205,602.5
5706,821,FL-2015-01,Jeff Brophy,1,,91,147.5,192.5,190,530
5708,821,FL-2015-01,William Hennessey,1,52,63.9,110,137.5,132.5,380
5710,821,FL-2015-01,Michael Bitting,1,59,104.5,165,190,185,540
5712,821,FL-2015-01,John LaFlamme,1,65,82.5,165,95,215,475
5713,821,FL-2015-01,Art Menton,1,73,72.4,112.5,57.5,142.5,312.5
5714,821,FL-2015-01,Roger Shaw,1,71,75,135,160,150,445
5717,821,FL-2015-01,Luan Chau,1,30,64.4,172.5,200,195,567.5
5718,821,FL-2015-01,Jonathan Romanes,1,24,65.6,157.5,207.5,197.5,562.5
5719,821,FL-2015-01,Zacharay Nelson,1,,67.8,170,200,185,555
5720,821,FL-2015-01,Alex (Hussein) Eid,1,,70.7,152.5,205,190,547.5
5721,821,FL-2015-01,Michael Corcione,1,26,69.7,177.5,110,200,487.5
5722,821,FL-2015-01,Jared Whaely,1,,82.3,195,220,215,630
5723,821,FL-2015-01,Jeffrey McGlinnen,1,,81.3,167.5,187.5,177.5,532.5
5724,821,FL-2015-01,Daniel Martinez,1,38,76.5,122.5,180,170,472.5
5725,821,FL-2015-01,Adam Curk,1,24,86.3,190,230,227.5,647.5
5726,821,FL-2015-01,Nicholas Lugio,1,,84.9,180,210,207.5,597.5
5727,821,FL-2015-01,Jamie Guidry,1,28,85.1,172.5,212.5,205,590
5728,821,FL-2015-01,John Utz,1,26,86.4,205,110,240,555
5729,821,FL-2015-01,Paul Burrows,1,24,87.4,187.5,132.5,205,525
5730,821,FL-2015-01,Elliott Flignor,1,23,88.5,145,110,182.5,437.5
5731,821,FL-2015-01,Joe Larkin,1,,90.2,132.5,147.5,142.5,422.5
5732,821,FL-2015-01,Andrew Gionta,1,25,103.4,230,300,290,820
5733,821,FL-2015-01,Michael Armour,1,26,103.8,210,260,255,725
5734,821,FL-2015-01,Matt Otero,1,,101.7,257.5,165,272.5,695
5735,821,FL-2015-01,Alexander Cramer,1,24,94.6,240,135,272.5,647.5
5736,821,FL-2015-01,Michael Stevens,1,61,96,200,227.5,210,637.5
5737,821,FL-2015-01,Matt Karbowski,1,,100.5,235,157.5,245,637.5
5738,821,FL-2015-01,Andy Loiacano,1,25,100,195,222.5,215,632.5
5739,821,FL-2015-01,Andrew Thompson,1,34,96.1,185,157.5,230,572.5
5740,821,FL-2015-01,Alexander Crato,1,32,103.9,167.5,132.5,245,545
5741,821,FL-2015-01,Joshua Shomburg,1,31,102,142.5,187.5,185,515
5742,821,FL-2015-01,John Ogle,1,28,117.6,250,250,245,745
5743,821,FL-2015-01,Eddie Alvarez,1,35,112,227.5,230,217.5,675
5744,821,FL-2015-01,Ken Morris,1,30,137.5,295,340,332.5,967.5
5745,821,FL-2015-01,Jordan Hagopian,1,26,122.8,207.5,140,227.5,575
5746,821,FL-2015-01,Roman Fronzaglia,1,20,59,122.5,92.5,167.5,382.5
5747,821,FL-2015-01,Austin Beaven,1,20,63.3,100,102.5,95,297.5
5748,821,FL-2015-01,Matt Juber,1,,74,147.5,180,167.5,495
5749,821,FL-2015-01,Maurice Abood,1,20,100.3,112.5,145,140,397.5
5756,822,FL-2015-07,Jenna Noel Houze,0,,60,55,40,90,185
5757,822,FL-2015-07,Kaylee Findley,0,19,117,132.5,87.5,155,375
5758,822,FL-2015-07,Patrick Green,1,,64.4,120,85,142.5,347.5
5759,822,FL-2015-07,Andy Montalvo,1,,50.3,105,102.5,120,327.5
5760,822,FL-2015-07,Matthew Willis,1,21,72.9,127.5,87.5,142.5,357.5
5771,823,FL-2015-07,Tiffany Jackowczuk,0,,66.2,87.5,62.5,112.5,262.5
5772,823,FL-2015-07,Kimberly Creighton,0,51,55.9,80,45,112.5,237.5
5773,823,FL-2015-07,Ashley Porter,0,28,56.3,102.5,55,145,302.5
5774,823,FL-2015-07,Kelsea Koenreich,0,28,60.8,115,60,152.5,327.5
5775,823,FL-2015-07,Ana Marie Casey,0,,72,85,50,112.5,247.5
5776,823,FL-2015-07,Austin Comeau,1,23,70.9,192.5,120,215,527.5
5777,823,FL-2015-07,Shakeem Suarez,1,23,52.1,80,92.5,142.5,315
5778,823,FL-2015-07,Nicholas Ferraro,1,21,77,190,112.5,210,512.5
5779,823,FL-2015-07,Brian Orcullo,1,24,81.2,185,110,197.5,492.5
5780,823,FL-2015-07,Cody Neuweiler,1,34,95.9,185,127.5,215,527.5
5781,823,FL-2015-07,Will Wright,1,23,107.7,265,182.5,307.5,755
5782,823,FL-2015-07,Brian Morrison,1,42,72.2,157.5,115,208,480.5
5783,823,FL-2015-07,Larry Mcelhinney,1,47,88.8,160,157.5,245,562.5
5784,823,FL-2015-07,Terry L. Jacobs,1,,91.2,165,127.5,200,492.5
5785,823,FL-2015-07,Kyle West,1,23,72.9,167.5,117.5,212.5,497.5
5786,823,FL-2015-07,Alexander Balaez,1,25,72.2,150,112.5,195,457.5
5787,823,FL-2015-07,Mike Phillippov,1,,80.2,152.5,130,225,507.5
5788,823,FL-2015-07,Andrew Mosser,1,,79.1,142.5,120,190,452.5
5789,823,FL-2015-07,Andrew Dorman,1,,87.7,227.5,160,250,637.5
5790,823,FL-2015-07,Garrett Johnson,1,27,89.4,212.5,132.5,255,600
5791,823,FL-2015-07,Scott Acosta,1,33,88.3,195,160,230,585
5792,823,FL-2015-07,Joe Ochs,1,37,85.8,155,110,210,475
5793,823,FL-2015-07,JOSHUA HARMON,1,,102.5,220,175,277.5,672.5
5795,823,FL-2015-07,Zachary Rago,1,30,111.6,197.5,130,247.5,575
5806,833,NE-2015-02,Paula Lawhead,0,42,69.9,85,52.5,120,257.5
5807,833,NE-2015-02,Sadie Oppegard,0,27,56.9,90,52.5,112.5,255
5808,833,NE-2015-02,Sarah Bright,0,29,56.4,60,50,112.5,222.5
5809,833,NE-2015-02,Bridget Smith,0,29,60.8,97.5,57.5,145,300
5810,833,NE-2015-02,Lauren Harris,0,34,70.9,137.5,67.5,182.5,387.5
5811,833,NE-2015-02,Annie Wylie,0,35,66.4,117.5,80,167.5,365
5812,833,NE-2015-02,Heidi Wallace,0,40,71.6,107.5,47.5,150,305
5813,833,NE-2015-02,Val Wilkins,0,,63.8,112.5,65,112.5,290
5814,833,NE-2015-02,Coco Chairez,0,38,65.1,92.5,47.5,117.5,257.5
5816,833,NE-2015-02,Grace Bogner,0,22,81.6,102.5,67.5,157.5,327.5
5817,833,NE-2015-02,Jill Shemek,0,34,76.2,107.5,72.5,145,325
5818,833,NE-2015-02,Natasha Krempges,0,,83.3,115,65,140,320
5819,833,NE-2015-02,Amanda Posposil,0,,114.7,180,102.5,205,487.5
5820,833,NE-2015-02,Sammy Andersen,0,,61.9,117.5,52.5,122.5,292.5
5821,833,NE-2015-02,Monte Lofing,1,57,68.1,140,87.5,145,372.5
5822,833,NE-2015-02,Todd Uhlir,1,40,110.4,230,170,255,655
5823,833,NE-2015-02,Rudy Stanko,1,,112.5,152.5,172.5,180,505
5824,833,NE-2015-02,Carl Werda,1,49,142.7,260,170,272.5,702.5
5825,833,NE-2015-02,Scott Brant,1,46,130.7,207.5,165,232.5,605
5826,833,NE-2015-02,Kyle McClellan,1,45,128.7,220,155,200,575
5827,833,NE-2015-02,Scott Hansen,1,38,66,137.5,95,182.5,415
5828,833,NE-2015-02,Mark Dubberly,1,23,73.7,182.5,140,227.5,550
5829,833,NE-2015-02,Daniel Baxter,1,27,73,175,112.5,202.5,490
5830,833,NE-2015-02,Tyler Hipke,1,21,70.5,137.5,102.5,175,415
5831,833,NE-2015-02,Brandon Cabney,1,20,81.6,240,160,265,665
5832,833,NE-2015-02,Ferdinand Osayonde,1,,82.6,185,145,262.5,592.5
5833,833,NE-2015-02,Greg Farris,1,24,81.2,210,127.5,235,572.5
5834,833,NE-2015-02,Douglas Hoke,1,,77.9,182.5,132.5,200,515
5835,833,NE-2015-02,Sean Typher,1,23,80.4,185,112.5,217.5,515
5836,833,NE-2015-02,Levi Bond,1,21,81.5,180,120,182.5,482.5
5837,833,NE-2015-02,Ryan Schroder,1,,81.2,165,115,195,475
5838,833,NE-2015-02,Dan Schneider,1,,91.6,222.5,150,247.5,620
